Tijd (s),Setpoint (m),Hoogte (m),Fout,Fout_Integratie,Fout_Afgeleide,PWM
39.880000,0.625583,0.625628,-0.000045,0.147731,0.000025,0.442945
39.890000,0.625583,0.625627,-0.000045,0.147730,0.000025,0.442945
39.900000,0.625583,0.625627,-0.000045,0.147730,0.000025,0.442945
39.910000,0.625583,0.625627,-0.000044,0.147729,0.000024,0.442945
39.920000,0.625583,0.625627,-0.000044,0.147729,0.000024,0.442945
39.930000,0.625583,0.625626,-0.000044,0.147728,0.000024,0.442945
39.940000,0.625583,0.625626,-0.000044,0.147728,0.000024,0.442945
39.950000,0.625583,0.625626,-0.000044,0.147727,0.000024,0.442945
39.960000,0.625583,0.625626,-0.000043,0.147727,0.000024,0.442945
39.970000,0.625583,0.625625,-0.000043,0.147727,0.000024,0.442945
39.980000,0.625583,0.625625,-0.000043,0.147726,0.000024,0.442945
39.990000,0.625583,0.625625,-0.000043,0.147726,0.000023,0.442945
40.000000,0.641365,0.629644,0.015740,0.147883,1.578259,1.000000
40.010000,0.641365,0.632745,0.011721,0.148000,-0.401877,0.112452
40.020000,0.641365,0.635037,0.008620,0.148087,-0.310099,0.185882
40.030000,0.641365,0.636670,0.006327,0.148150,-0.229275,0.253139
40.040000,0.641365,0.637800,0.004695,0.148197,-0.163215,0.309547
40.050000,0.641365,0.638572,0.003565,0.148232,-0.113025,0.353063
40.060000,0.641365,0.639102,0.002793,0.148260,-0.077251,0.384285
40.070000,0.641365,0.639473,0.002263,0.148283,-0.052989,0.405436
40.080000,0.641365,0.639741,0.001892,0.148302,-0.037078,0.419179
40.090000,0.641365,0.639944,0.001624,0.148318,-0.026834,0.427862
40.100000,0.641365,0.640104,0.001421,0.148332,-0.020267,0.433256
40.110000,0.641365,0.640236,0.001261,0.148345,-0.016022,0.436577
40.120000,0.641365,0.640350,0.001128,0.148356,-0.013222,0.438618
40.130000,0.641365,0.640449,0.001015,0.148366,-0.011314,0.439877
40.140000,0.641365,0.640539,0.000916,0.148376,-0.009960,0.440661
40.150000,0.641365,0.640620,0.000826,0.148384,-0.008951,0.441158
40.160000,0.641365,0.640695,0.000745,0.148391,-0.008161,0.441480
40.170000,0.641365,0.640765,0.000669,0.148398,-0.007513,0.441697
40.180000,0.641365,0.640830,0.000600,0.148404,-0.006962,0.441849
40.190000,0.641365,0.640890,0.000535,0.148409,-0.006477,0.441961
40.200000,0.641365,0.640947,0.000475,0.148414,-0.006042,0.442048
40.210000,0.641365,0.641000,0.000418,0.148418,-0.005645,0.442119
40.220000,0.641365,0.641049,0.000365,0.148422,-0.005280,0.442178
40.230000,0.641365,0.641095,0.000316,0.148425,-0.004940,0.442231
40.240000,0.641365,0.641138,0.000270,0.148428,-0.004624,0.442277
40.250000,0.641365,0.641179,0.000226,0.148430,-0.004329,0.442320
40.260000,0.641365,0.641217,0.000186,0.148432,-0.004052,0.442359
40.270000,0.641365,0.641252,0.000148,0.148433,-0.003793,0.442395
40.280000,0.641365,0.641286,0.000113,0.148434,-0.003550,0.442429
40.290000,0.641365,0.641317,0.000079,0.148435,-0.003321,0.442460
40.300000,0.641365,0.641346,0.000048,0.148436,-0.003107,0.442490
40.310000,0.641365,0.641373,0.000019,0.148436,-0.002905,0.442517
40.320000,0.641365,0.641398,-0.000008,0.148436,-0.002716,0.442543
40.330000,0.641365,0.641422,-0.000033,0.148435,-0.002539,0.442568
40.340000,0.641365,0.641444,-0.000057,0.148435,-0.002372,0.442591
40.350000,0.641365,0.641465,-0.000079,0.148434,-0.002215,0.442612
40.360000,0.641365,0.641484,-0.000100,0.148433,-0.002068,0.442632
40.370000,0.641365,0.641502,-0.000119,0.148432,-0.001929,0.442651
40.380000,0.641365,0.641519,-0.000137,0.148431,-0.001799,0.442669
40.390000,0.641365,0.641535,-0.000154,0.148429,-0.001677,0.442686
40.400000,0.641365,0.641549,-0.000170,0.148427,-0.001563,0.442702
40.410000,0.641365,0.641563,-0.000184,0.148425,-0.001455,0.442716
40.420000,0.641365,0.641575,-0.000198,0.148424,-0.001354,0.442730
40.430000,0.641365,0.641587,-0.000210,0.148421,-0.001259,0.442743
40.440000,0.641365,0.641598,-0.000222,0.148419,-0.001170,0.442756
40.450000,0.641365,0.641608,-0.000233,0.148417,-0.001086,0.442767
40.460000,0.641365,0.641617,-0.000243,0.148414,-0.001008,0.442778
40.470000,0.641365,0.641626,-0.000252,0.148412,-0.000934,0.442788
40.480000,0.641365,0.641634,-0.000261,0.148409,-0.000865,0.442798
40.490000,0.641365,0.641641,-0.000269,0.148407,-0.000800,0.442807
40.500000,0.641365,0.641648,-0.000276,0.148404,-0.000739,0.442815
40.510000,0.641365,0.641654,-0.000283,0.148401,-0.000681,0.442823
40.520000,0.641365,0.641660,-0.000289,0.148398,-0.000627,0.442831
40.530000,0.641365,0.641665,-0.000295,0.148395,-0.000577,0.442838
40.540000,0.641365,0.641670,-0.000300,0.148392,-0.000530,0.442844
40.550000,0.641365,0.641675,-0.000305,0.148389,-0.000485,0.442851
40.560000,0.641365,0.641679,-0.000310,0.148386,-0.000443,0.442856
40.570000,0.641365,0.641682,-0.000314,0.148383,-0.000404,0.442862
40.580000,0.641365,0.641686,-0.000317,0.148380,-0.000368,0.442867
40.590000,0.641365,0.641689,-0.000321,0.148376,-0.000333,0.442872
40.600000,0.641365,0.641691,-0.000324,0.148373,-0.000301,0.442876
40.610000,0.641365,0.641694,-0.000326,0.148370,-0.000271,0.442881
40.620000,0.641365,0.641696,-0.000329,0.148367,-0.000242,0.442885
40.630000,0.641365,0.641698,-0.000331,0.148363,-0.000215,0.442888
40.640000,0.641365,0.641700,-0.000333,0.148360,-0.000191,0.442892
40.650000,0.641365,0.641701,-0.000335,0.148357,-0.000167,0.442895
40.660000,0.641365,0.641702,-0.000336,0.148353,-0.000145,0.442898
40.670000,0.641365,0.641703,-0.000337,0.148350,-0.000125,0.442901
40.680000,0.641365,0.641704,-0.000338,0.148347,-0.000105,0.442904
40.690000,0.641365,0.641705,-0.000339,0.148343,-0.000087,0.442907
40.700000,0.641365,0.641705,-0.000340,0.148340,-0.000071,0.442909
40.710000,0.641365,0.641706,-0.000341,0.148336,-0.000055,0.442911
40.720000,0.641365,0.641706,-0.000341,0.148333,-0.000040,0.442913
40.730000,0.641365,0.641706,-0.000341,0.148330,-0.000026,0.442915
40.740000,0.641365,0.641706,-0.000341,0.148326,-0.000013,0.442917
40.750000,0.641365,0.641706,-0.000341,0.148323,-0.000001,0.442919
40.760000,0.641365,0.641706,-0.000341,0.148319,0.000010,0.442921
40.770000,0.641365,0.641706,-0.000341,0.148316,0.000021,0.442922
40.780000,0.641365,0.641705,-0.000341,0.148313,0.000031,0.442924
40.790000,0.641365,0.641705,-0.000340,0.148309,0.000040,0.442925
40.800000,0.641365,0.641704,-0.000340,0.148306,0.000048,0.442927
40.810000,0.641365,0.641704,-0.000339,0.148302,0.000056,0.442928
40.820000,0.641365,0.641703,-0.000339,0.148299,0.000064,0.442929
40.830000,0.641365,0.641702,-0.000338,0.148296,0.000071,0.442930
40.840000,0.641365,0.641701,-0.000337,0.148292,0.000077,0.442931
40.850000,0.641365,0.641700,-0.000336,0.148289,0.000083,0.442932
40.860000,0.641365,0.641699,-0.000335,0.148285,0.000089,0.442933
40.870000,0.641365,0.641698,-0.000334,0.148282,0.000094,0.442934
40.880000,0.641365,0.641697,-0.000333,0.148279,0.000099,0.442935
40.890000,0.641365,0.641696,-0.000332,0.148275,0.000104,0.442935
40.900000,0.641365,0.641695,-0.000331,0.148272,0.000108,0.442936
40.910000,0.641365,0.641694,-0.000330,0.148269,0.000112,0.442937
40.920000,0.641365,0.641693,-0.000329,0.148266,0.000115,0.442937
40.930000,0.641365,0.641692,-0.000328,0.148262,0.000118,0.442938
40.940000,0.641365,0.641690,-0.000327,0.148259,0.000122,0.442938
40.950000,0.641365,0.641689,-0.000325,0.148256,0.000124,0.442939
40.960000,0.641365,0.641688,-0.000324,0.148253,0.000127,0.442939
40.970000,0.641365,0.641687,-0.000323,0.148249,0.000129,0.442940
40.980000,0.641365,0.641685,-0.000322,0.148246,0.000131,0.442940
40.990000,0.641365,0.641684,-0.000320,0.148243,0.000133,0.442941
41.000000,0.641365,0.641682,-0.000319,0.148240,0.000135,0.442941
41.010000,0.641365,0.641681,-0.000318,0.148237,0.000137,0.442941
41.020000,0.641365,0.641680,-0.000316,0.148233,0.000138,0.442942
41.030000,0.641365,0.641678,-0.000315,0.148230,0.000140,0.442942
41.040000,0.641365,0.641677,-0.000313,0.148227,0.000141,0.442942
41.050000,0.641365,0.641675,-0.000312,0.148224,0.000142,0.442942
41.060000,0.641365,0.641674,-0.000310,0.148221,0.000143,0.442943
41.070000,0.641365,0.641673,-0.000309,0.148218,0.000144,0.442943
41.080000,0.641365,0.641671,-0.000308,0.148215,0.000145,0.442943
41.090000,0.641365,0.641670,-0.000306,0.148212,0.000145,0.442943
41.100000,0.641365,0.641668,-0.000305,0.148209,0.000146,0.442944
41.110000,0.641365,0.641667,-0.000303,0.148206,0.000146,0.442944
41.120000,0.641365,0.641665,-0.000302,0.148203,0.000147,0.442944
41.130000,0.641365,0.641664,-0.000300,0.148200,0.000147,0.442944
41.140000,0.641365,0.641662,-0.000299,0.148197,0.000147,0.442944
41.150000,0.641365,0.641661,-0.000297,0.148194,0.000148,0.442944
41.160000,0.641365,0.641659,-0.000296,0.148191,0.000148,0.442945
41.170000,0.641365,0.641658,-0.000294,0.148188,0.000148,0.442945
41.180000,0.641365,0.641656,-0.000293,0.148185,0.000148,0.442945
41.190000,0.641365,0.641655,-0.000291,0.148182,0.000148,0.442945
41.200000,0.641365,0.641653,-0.000290,0.148179,0.000148,0.442945
41.210000,0.641365,0.641652,-0.000288,0.148176,0.000148,0.442945
41.220000,0.641365,0.641650,-0.000287,0.148173,0.000148,0.442945
41.230000,0.641365,0.641649,-0.000286,0.148170,0.000147,0.442945
41.240000,0.641365,0.641647,-0.000284,0.148167,0.000147,0.442945
41.250000,0.641365,0.641646,-0.000283,0.148165,0.000147,0.442945
41.260000,0.641365,0.641645,-0.000281,0.148162,0.000147,0.442945
41.270000,0.641365,0.641643,-0.000280,0.148159,0.000146,0.442945
41.280000,0.641365,0.641642,-0.000278,0.148156,0.000146,0.442946
41.290000,0.641365,0.641640,-0.000277,0.148153,0.000146,0.442946
41.300000,0.641365,0.641639,-0.000275,0.148151,0.000145,0.442946
41.310000,0.641365,0.641637,-0.000274,0.148148,0.000145,0.442946
41.320000,0.641365,0.641636,-0.000272,0.148145,0.000144,0.442946
41.330000,0.641365,0.641634,-0.000271,0.148143,0.000144,0.442946
41.340000,0.641365,0.641633,-0.000270,0.148140,0.000143,0.442946
41.350000,0.641365,0.641632,-0.000268,0.148137,0.000143,0.442946
41.360000,0.641365,0.641630,-0.000267,0.148135,0.000142,0.442946
41.370000,0.641365,0.641629,-0.000265,0.148132,0.000142,0.442946
41.380000,0.641365,0.641627,-0.000264,0.148129,0.000141,0.442946
41.390000,0.641365,0.641626,-0.000262,0.148127,0.000141,0.442946
41.400000,0.641365,0.641625,-0.000261,0.148124,0.000140,0.442946
41.410000,0.641365,0.641623,-0.000260,0.148121,0.000140,0.442946
41.420000,0.641365,0.641622,-0.000258,0.148119,0.000139,0.442946
41.430000,0.641365,0.641620,-0.000257,0.148116,0.000138,0.442946
41.440000,0.641365,0.641619,-0.000255,0.148114,0.000138,0.442946
41.450000,0.641365,0.641618,-0.000254,0.148111,0.000137,0.442946
41.460000,0.641365,0.641616,-0.000253,0.148109,0.000137,0.442946
41.470000,0.641365,0.641615,-0.000251,0.148106,0.000136,0.442946
41.480000,0.641365,0.641614,-0.000250,0.148104,0.000135,0.442946
41.490000,0.641365,0.641612,-0.000249,0.148101,0.000135,0.442946
41.500000,0.641365,0.641611,-0.000247,0.148099,0.000134,0.442946
41.510000,0.641365,0.641610,-0.000246,0.148096,0.000134,0.442946
41.520000,0.641365,0.641608,-0.000245,0.148094,0.000133,0.442946
41.530000,0.641365,0.641607,-0.000243,0.148091,0.000132,0.442946
41.540000,0.641365,0.641606,-0.000242,0.148089,0.000132,0.442946
41.550000,0.641365,0.641604,-0.000241,0.148086,0.000131,0.442946
41.560000,0.641365,0.641603,-0.000239,0.148084,0.000130,0.442946
41.570000,0.641365,0.641602,-0.000238,0.148082,0.000130,0.442946
41.580000,0.641365,0.641600,-0.000237,0.148079,0.000129,0.442946
41.590000,0.641365,0.641599,-0.000236,0.148077,0.000128,0.442946
41.600000,0.641365,0.641598,-0.000234,0.148075,0.000128,0.442946
41.610000,0.641365,0.641597,-0.000233,0.148072,0.000127,0.442946
41.620000,0.641365,0.641595,-0.000232,0.148070,0.000127,0.442946
41.630000,0.641365,0.641594,-0.000230,0.148068,0.000126,0.442946
41.640000,0.641365,0.641593,-0.000229,0.148065,0.000125,0.442946
41.650000,0.641365,0.641592,-0.000228,0.148063,0.000125,0.442946
41.660000,0.641365,0.641590,-0.000227,0.148061,0.000124,0.442946
41.670000,0.641365,0.641589,-0.000225,0.148059,0.000123,0.442946
41.680000,0.641365,0.641588,-0.000224,0.148056,0.000123,0.442946
41.690000,0.641365,0.641587,-0.000223,0.148054,0.000122,0.442946
41.700000,0.641365,0.641586,-0.000222,0.148052,0.000121,0.442946
41.710000,0.641365,0.641584,-0.000221,0.148050,0.000121,0.442946
41.720000,0.641365,0.641583,-0.000219,0.148047,0.000120,0.442946
41.730000,0.641365,0.641582,-0.000218,0.148045,0.000120,0.442946
41.740000,0.641365,0.641581,-0.000217,0.148043,0.000119,0.442946
41.750000,0.641365,0.641580,-0.000216,0.148041,0.000118,0.442946
41.760000,0.641365,0.641578,-0.000215,0.148039,0.000118,0.442946
41.770000,0.641365,0.641577,-0.000214,0.148037,0.000117,0.442946
41.780000,0.641365,0.641576,-0.000212,0.148035,0.000116,0.442946
41.790000,0.641365,0.641575,-0.000211,0.148032,0.000116,0.442946
41.800000,0.641365,0.641574,-0.000210,0.148030,0.000115,0.442946
41.810000,0.641365,0.641573,-0.000209,0.148028,0.000115,0.442946
41.820000,0.641365,0.641572,-0.000208,0.148026,0.000114,0.442946
41.830000,0.641365,0.641570,-0.000207,0.148024,0.000113,0.442946
41.840000,0.641365,0.641569,-0.000205,0.148022,0.000113,0.442946
41.850000,0.641365,0.641568,-0.000204,0.148020,0.000112,0.442946
41.860000,0.641365,0.641567,-0.000203,0.148018,0.000112,0.442946
41.870000,0.641365,0.641566,-0.000202,0.148016,0.000111,0.442946
41.880000,0.641365,0.641565,-0.000201,0.148014,0.000110,0.442946
41.890000,0.641365,0.641564,-0.000200,0.148012,0.000110,0.442946
41.900000,0.641365,0.641563,-0.000199,0.148010,0.000109,0.442946
41.910000,0.641365,0.641562,-0.000198,0.148008,0.000109,0.442946
41.920000,0.641365,0.641561,-0.000197,0.148006,0.000108,0.442946
41.930000,0.641365,0.641559,-0.000196,0.148004,0.000107,0.442946
41.940000,0.641365,0.641558,-0.000195,0.148002,0.000107,0.442946
41.950000,0.641365,0.641557,-0.000193,0.148000,0.000106,0.442946
41.960000,0.641365,0.641556,-0.000192,0.147998,0.000106,0.442946
41.970000,0.641365,0.641555,-0.000191,0.147996,0.000105,0.442946
41.980000,0.641365,0.641554,-0.000190,0.147994,0.000105,0.442946
41.990000,0.641365,0.641553,-0.000189,0.147993,0.000104,0.442946
42.000000,0.641365,0.641552,-0.000188,0.147991,0.000103,0.442946
42.010000,0.641365,0.641551,-0.000187,0.147989,0.000103,0.442946
42.020000,0.641365,0.641550,-0.000186,0.147987,0.000102,0.442946
42.030000,0.641365,0.641549,-0.000185,0.147985,0.000102,0.442946
42.040000,0.641365,0.641548,-0.000184,0.147983,0.000101,0.442946
42.050000,0.641365,0.641547,-0.000183,0.147981,0.000101,0.442946
42.060000,0.641365,0.641546,-0.000182,0.147980,0.000100,0.442946
42.070000,0.641365,0.641545,-0.000181,0.147978,0.000100,0.442946
42.080000,0.641365,0.641544,-0.000180,0.147976,0.000099,0.442946
42.090000,0.641365,0.641543,-0.000179,0.147974,0.000098,0.442946
42.100000,0.641365,0.641542,-0.000178,0.147972,0.000098,0.442946
42.110000,0.641365,0.641541,-0.000177,0.147971,0.000097,0.442946
42.120000,0.641365,0.641540,-0.000176,0.147969,0.000097,0.442946
42.130000,0.641365,0.641539,-0.000175,0.147967,0.000096,0.442946
42.140000,0.641365,0.641538,-0.000174,0.147965,0.000096,0.442946
42.150000,0.641365,0.641537,-0.000173,0.147964,0.000095,0.442946
42.160000,0.641365,0.641536,-0.000172,0.147962,0.000095,0.442946
42.170000,0.641365,0.641536,-0.000172,0.147960,0.000094,0.442946
42.180000,0.641365,0.641535,-0.000171,0.147959,0.000094,0.442946
42.190000,0.641365,0.641534,-0.000170,0.147957,0.000093,0.442946
42.200000,0.641365,0.641533,-0.000169,0.147955,0.000093,0.442946
42.210000,0.641365,0.641532,-0.000168,0.147953,0.000092,0.442946
42.220000,0.641365,0.641531,-0.000167,0.147952,0.000092,0.442946
42.230000,0.641365,0.641530,-0.000166,0.147950,0.000091,0.442946
42.240000,0.641365,0.641529,-0.000165,0.147948,0.000091,0.442946
42.250000,0.641365,0.641528,-0.000164,0.147947,0.000090,0.442946
42.260000,0.641365,0.641527,-0.000163,0.147945,0.000090,0.442946
42.270000,0.641365,0.641526,-0.000162,0.147944,0.000089,0.442946
42.280000,0.641365,0.641526,-0.000161,0.147942,0.000089,0.442946
42.290000,0.641365,0.641525,-0.000161,0.147940,0.000088,0.442946
42.300000,0.641365,0.641524,-0.000160,0.147939,0.000088,0.442946
42.310000,0.641365,0.641523,-0.000159,0.147937,0.000087,0.442946
42.320000,0.641365,0.641522,-0.000158,0.147936,0.000087,0.442946
42.330000,0.641365,0.641521,-0.000157,0.147934,0.000086,0.442946
42.340000,0.641365,0.641520,-0.000156,0.147932,0.000086,0.442946
42.350000,0.641365,0.641519,-0.000155,0.147931,0.000085,0.442946
42.360000,0.641365,0.641519,-0.000155,0.147929,0.000085,0.442946
42.370000,0.641365,0.641518,-0.000154,0.147928,0.000084,0.442946
42.380000,0.641365,0.641517,-0.000153,0.147926,0.000084,0.442946
42.390000,0.641365,0.641516,-0.000152,0.147925,0.000084,0.442946
42.400000,0.641365,0.641515,-0.000151,0.147923,0.000083,0.442946
42.410000,0.641365,0.641514,-0.000150,0.147922,0.000083,0.442946
42.420000,0.641365,0.641514,-0.000150,0.147920,0.000082,0.442946
42.430000,0.641365,0.641513,-0.000149,0.147919,0.000082,0.442946
42.440000,0.641365,0.641512,-0.000148,0.147917,0.000081,0.442946
42.450000,0.641365,0.641511,-0.000147,0.147916,0.000081,0.442946
42.460000,0.641365,0.641510,-0.000146,0.147914,0.000080,0.442946
42.470000,0.641365,0.641510,-0.000145,0.147913,0.000080,0.442946
42.480000,0.641365,0.641509,-0.000145,0.147911,0.000080,0.442946
42.490000,0.641365,0.641508,-0.000144,0.147910,0.000079,0.442946
42.500000,0.641365,0.641507,-0.000143,0.147909,0.000079,0.442946
42.510000,0.641365,0.641506,-0.000142,0.147907,0.000078,0.442946
42.520000,0.641365,0.641506,-0.000142,0.147906,0.000078,0.442946
42.530000,0.641365,0.641505,-0.000141,0.147904,0.000077,0.442946
42.540000,0.641365,0.641504,-0.000140,0.147903,0.000077,0.442946
42.550000,0.641365,0.641503,-0.000139,0.147902,0.000077,0.442946
42.560000,0.641365,0.641503,-0.000138,0.147900,0.000076,0.442946
42.570000,0.641365,0.641502,-0.000138,0.147899,0.000076,0.442946
42.580000,0.641365,0.641501,-0.000137,0.147897,0.000075,0.442946
42.590000,0.641365,0.641500,-0.000136,0.147896,0.000075,0.442946
42.600000,0.641365,0.641500,-0.000135,0.147895,0.000074,0.442946
42.610000,0.641365,0.641499,-0.000135,0.147893,0.000074,0.442946
42.620000,0.641365,0.641498,-0.000134,0.147892,0.000074,0.442946
42.630000,0.641365,0.641497,-0.000133,0.147891,0.000073,0.442946
42.640000,0.641365,0.641497,-0.000133,0.147889,0.000073,0.442946
42.650000,0.641365,0.641496,-0.000132,0.147888,0.000072,0.442946
42.660000,0.641365,0.641495,-0.000131,0.147887,0.000072,0.442946
42.670000,0.641365,0.641495,-0.000130,0.147885,0.000072,0.442946
42.680000,0.641365,0.641494,-0.000130,0.147884,0.000071,0.442946
42.690000,0.641365,0.641493,-0.000129,0.147883,0.000071,0.442946
42.700000,0.641365,0.641492,-0.000128,0.147882,0.000071,0.442946
42.710000,0.641365,0.641492,-0.000128,0.147880,0.000070,0.442946
42.720000,0.641365,0.641491,-0.000127,0.147879,0.000070,0.442946
42.730000,0.641365,0.641490,-0.000126,0.147878,0.000069,0.442946
42.740000,0.641365,0.641490,-0.000125,0.147876,0.000069,0.442946
42.750000,0.641365,0.641489,-0.000125,0.147875,0.000069,0.442946
42.760000,0.641365,0.641488,-0.000124,0.147874,0.000068,0.442946
42.770000,0.641365,0.641488,-0.000123,0.147873,0.000068,0.442946
42.780000,0.641365,0.641487,-0.000123,0.147872,0.000067,0.442946
42.790000,0.641365,0.641486,-0.000122,0.147870,0.000067,0.442946
42.800000,0.641365,0.641486,-0.000121,0.147869,0.000067,0.442946
42.810000,0.641365,0.641485,-0.000121,0.147868,0.000066,0.442946
42.820000,0.641365,0.641484,-0.000120,0.147867,0.000066,0.442946
42.830000,0.641365,0.641484,-0.000119,0.147865,0.000066,0.442946
42.840000,0.641365,0.641483,-0.000119,0.147864,0.000065,0.442945
42.850000,0.641365,0.641482,-0.000118,0.147863,0.000065,0.442945
42.860000,0.641365,0.641482,-0.000117,0.147862,0.000065,0.442945
42.870000,0.641365,0.641481,-0.000117,0.147861,0.000064,0.442945
42.880000,0.641365,0.641481,-0.000116,0.147860,0.000064,0.442945
42.890000,0.641365,0.641480,-0.000116,0.147858,0.000064,0.442945
42.900000,0.641365,0.641479,-0.000115,0.147857,0.000063,0.442945
42.910000,0.641365,0.641479,-0.000114,0.147856,0.000063,0.442945
42.920000,0.641365,0.641478,-0.000114,0.147855,0.000063,0.442945
42.930000,0.641365,0.641477,-0.000113,0.147854,0.000062,0.442945
42.940000,0.641365,0.641477,-0.000112,0.147853,0.000062,0.442945
42.950000,0.641365,0.641476,-0.000112,0.147852,0.000061,0.442945
42.960000,0.641365,0.641476,-0.000111,0.147851,0.000061,0.442945
42.970000,0.641365,0.641475,-0.000111,0.147849,0.000061,0.442945
42.980000,0.641365,0.641474,-0.000110,0.147848,0.000060,0.442945
42.990000,0.641365,0.641474,-0.000109,0.147847,0.000060,0.442945
43.000000,0.641365,0.641473,-0.000109,0.147846,0.000060,0.442945
43.010000,0.641365,0.641473,-0.000108,0.147845,0.000059,0.442945
43.020000,0.641365,0.641472,-0.000108,0.147844,0.000059,0.442945
43.030000,0.641365,0.641471,-0.000107,0.147843,0.000059,0.442945
43.040000,0.641365,0.641471,-0.000106,0.147842,0.000059,0.442945
43.050000,0.641365,0.641470,-0.000106,0.147841,0.000058,0.442945
43.060000,0.641365,0.641470,-0.000105,0.147840,0.000058,0.442945
43.070000,0.641365,0.641469,-0.000105,0.147839,0.000058,0.442945
43.080000,0.641365,0.641469,-0.000104,0.147838,0.000057,0.442945
43.090000,0.641365,0.641468,-0.000104,0.147837,0.000057,0.442945
43.100000,0.641365,0.641467,-0.000103,0.147836,0.000057,0.442945
43.110000,0.641365,0.641467,-0.000102,0.147835,0.000056,0.442945
43.120000,0.641365,0.641466,-0.000102,0.147834,0.000056,0.442945
43.130000,0.641365,0.641466,-0.000101,0.147833,0.000056,0.442945
43.140000,0.641365,0.641465,-0.000101,0.147832,0.000055,0.442945
43.150000,0.641365,0.641465,-0.000100,0.147831,0.000055,0.442945
43.160000,0.641365,0.641464,-0.000100,0.147830,0.000055,0.442945
43.170000,0.641365,0.641464,-0.000099,0.147829,0.000054,0.442945
43.180000,0.641365,0.641463,-0.000099,0.147828,0.000054,0.442945
43.190000,0.641365,0.641462,-0.000098,0.147827,0.000054,0.442945
43.200000,0.641365,0.641462,-0.000098,0.147826,0.000054,0.442945
43.210000,0.641365,0.641461,-0.000097,0.147825,0.000053,0.442945
43.220000,0.641365,0.641461,-0.000096,0.147824,0.000053,0.442945
43.230000,0.641365,0.641460,-0.000096,0.147823,0.000053,0.442945
43.240000,0.641365,0.641460,-0.000095,0.147822,0.000052,0.442945
43.250000,0.641365,0.641459,-0.000095,0.147821,0.000052,0.442945
43.260000,0.641365,0.641459,-0.000094,0.147820,0.000052,0.442945
43.270000,0.641365,0.641458,-0.000094,0.147819,0.000052,0.442945
43.280000,0.641365,0.641458,-0.000093,0.147818,0.000051,0.442945
43.290000,0.641365,0.641457,-0.000093,0.147817,0.000051,0.442945
43.300000,0.641365,0.641457,-0.000092,0.147816,0.000051,0.442945
43.310000,0.641365,0.641456,-0.000092,0.147815,0.000050,0.442945
43.320000,0.641365,0.641456,-0.000091,0.147814,0.000050,0.442945
43.330000,0.641365,0.641455,-0.000091,0.147813,0.000050,0.442945
43.340000,0.641365,0.641455,-0.000090,0.147812,0.000050,0.442945
43.350000,0.641365,0.641454,-0.000090,0.147812,0.000049,0.442945
43.360000,0.641365,0.641454,-0.000089,0.147811,0.000049,0.442945
43.370000,0.641365,0.641453,-0.000089,0.147810,0.000049,0.442945
43.380000,0.641365,0.641453,-0.000088,0.147809,0.000049,0.442945
43.390000,0.641365,0.641452,-0.000088,0.147808,0.000048,0.442945
43.400000,0.641365,0.641452,-0.000087,0.147807,0.000048,0.442945
43.410000,0.641365,0.641451,-0.000087,0.147806,0.000048,0.442945
43.420000,0.641365,0.641451,-0.000086,0.147805,0.000048,0.442945
43.430000,0.641365,0.641450,-0.000086,0.147805,0.000047,0.442945
43.440000,0.641365,0.641450,-0.000085,0.147804,0.000047,0.442945
43.450000,0.641365,0.641449,-0.000085,0.147803,0.000047,0.442945
43.460000,0.641365,0.641449,-0.000085,0.147802,0.000046,0.442945
43.470000,0.641365,0.641449,-0.000084,0.147801,0.000046,0.442945
43.480000,0.641365,0.641448,-0.000084,0.147800,0.000046,0.442945
43.490000,0.641365,0.641448,-0.000083,0.147800,0.000046,0.442945
43.500000,0.641365,0.641447,-0.000083,0.147799,0.000045,0.442945
43.510000,0.641365,0.641447,-0.000082,0.147798,0.000045,0.442945
43.520000,0.641365,0.641446,-0.000082,0.147797,0.000045,0.442945
43.530000,0.641365,0.641446,-0.000081,0.147796,0.000045,0.442945
43.540000,0.641365,0.641445,-0.000081,0.147795,0.000044,0.442945
43.550000,0.641365,0.641445,-0.000080,0.147795,0.000044,0.442945
43.560000,0.641365,0.641445,-0.000080,0.147794,0.000044,0.442945
43.570000,0.641365,0.641444,-0.000080,0.147793,0.000044,0.442945
43.580000,0.641365,0.641444,-0.000079,0.147792,0.000044,0.442945
43.590000,0.641365,0.641443,-0.000079,0.147791,0.000043,0.442945
43.600000,0.641365,0.641443,-0.000078,0.147791,0.000043,0.442945
43.610000,0.641365,0.641442,-0.000078,0.147790,0.000043,0.442945
43.620000,0.641365,0.641442,-0.000077,0.147789,0.000043,0.442945
43.630000,0.641365,0.641442,-0.000077,0.147788,0.000042,0.442945
43.640000,0.641365,0.641441,-0.000077,0.147788,0.000042,0.442945
43.650000,0.641365,0.641441,-0.000076,0.147787,0.000042,0.442945
43.660000,0.641365,0.641440,-0.000076,0.147786,0.000042,0.442945
43.670000,0.641365,0.641440,-0.000075,0.147785,0.000041,0.442945
43.680000,0.641365,0.641439,-0.000075,0.147785,0.000041,0.442945
43.690000,0.641365,0.641439,-0.000075,0.147784,0.000041,0.442945
43.700000,0.641365,0.641439,-0.000074,0.147783,0.000041,0.442945
43.710000,0.641365,0.641438,-0.000074,0.147782,0.000041,0.442945
43.720000,0.641365,0.641438,-0.000073,0.147782,0.000040,0.442945
43.730000,0.641365,0.641437,-0.000073,0.147781,0.000040,0.442945
